target,mae,rmse,r2
n_patients,9.844224304193903,12.446360334833008,0.9306754130867623
mean_wait_minutes,9.066522477462238,13.339869510497158,0.7837401123846568
mean_total_minutes,9.736684365497952,13.437039192634417,0.7679631325253864
p95_wait_minutes,66.76546510668827,101.52397826604309,0.6534892580674323
