target,min_std,max_std,max_over_min_ratio
n_patients,5.110611381065797,9.289549507492788,1.8176982781178503
mean_wait_minutes,0.626871258138702,11.985557464862671,19.119647470279673
mean_total_minutes,2.801187247128611,11.50290620990695,4.106439589748288
p95_wait_minutes,4.839825774534985,115.62002600616638,23.889295068121594
