target,step,arrival_rate_multiplier,in_range,alpha_t,aci_width,rolling_coverage_static,rolling_coverage_aci
n_patients,98,1.0,True,0.1400000000000003,38.36159100236148,0.95,0.8833333333333333
n_patients,99,1.0,True,0.09500000000000028,44.22385125499716,0.95,0.8833333333333333
n_patients,100,1.0,True,0.10000000000000028,43.6230392055831,0.95,0.8833333333333333
n_patients,101,1.0,True,0.10500000000000029,43.38009823388131,0.9333333333333333,0.8666666666666667
n_patients,102,1.0,True,0.06000000000000028,49.63402940288415,0.9333333333333333,0.8666666666666667
n_patients,103,1.0,True,0.06500000000000028,48.764381326617865,0.9166666666666666,0.8666666666666667
n_patients,104,1.0,True,0.07000000000000028,47.771529365851165,0.9166666666666666,0.8666666666666667
n_patients,105,1.0,True,0.07500000000000029,46.89024057579854,0.9166666666666666,0.8666666666666667
n_patients,106,1.0,True,0.0800000000000003,45.907395559447366,0.9166666666666666,0.8666666666666667
n_patients,107,1.0,True,0.0850000000000003,45.09323076092119,0.9166666666666666,0.8666666666666667
n_patients,108,1.0,True,0.0900000000000003,44.730515722820655,0.9166666666666666,0.8666666666666667
n_patients,109,1.0,True,0.0950000000000003,44.22385125499716,0.9166666666666666,0.8666666666666667
n_patients,110,1.0,True,0.10000000000000031,43.6230392055831,0.9,0.8666666666666667
n_patients,111,1.0,True,0.055000000000000306,50.228470634148835,0.9,0.8666666666666667
n_patients,112,1.0,True,0.0600000000000003,49.63402940288415,0.8833333333333333,0.8666666666666667
n_patients,113,1.0,True,0.06500000000000031,48.764381326617865,0.8666666666666667,0.85
n_patients,114,1.0,True,0.020000000000000302,60.210523321912774,0.8666666666666667,0.85
n_patients,115,1.0,True,0.025000000000000303,58.9532769819192,0.8666666666666667,0.85
n_patients,116,1.0,True,0.030000000000000304,57.78731704054178,0.8666666666666667,0.85
n_patients,117,1.0,True,0.03500000000000031,56.234908137957405,0.85,0.8333333333333334
n_patients,118,1.0,True,-0.009999999999999697,85.78954626816505,0.85,0.8333333333333334
n_patients,119,1.0,True,-0.004999999999999696,85.78954626816505,0.85,0.8333333333333334
n_patients,120,1.3,True,3.0531133177191805e-16,85.78954626816505,0.8333333333333334,0.8333333333333334
n_patients,121,1.3,True,0.005000000000000306,81.20036171772688,0.8333333333333334,0.8333333333333334
n_patients,122,1.3,True,0.010000000000000307,68.7455376359801,0.8333333333333334,0.8333333333333334
n_patients,123,1.3,True,0.015000000000000308,64.6127669387198,0.8333333333333334,0.8333333333333334
n_patients,124,1.3,True,0.02000000000000031,60.210523321912774,0.8333333333333334,0.85
n_patients,125,1.3,True,0.02500000000000031,58.9532769819192,0.85,0.8666666666666667
n_patients,126,1.3,True,0.03000000000000031,57.78731704054178,0.85,0.8666666666666667
n_patients,127,1.3,True,0.03500000000000031,56.234908137957405,0.85,0.8666666666666667
n_patients,128,1.3,True,0.04000000000000031,55.7522094787401,0.85,0.8666666666666667
n_patients,129,1.3,True,0.04500000000000032,53.800156509637986,0.85,0.8666666666666667
n_patients,130,1.3,True,0.05000000000000032,52.770103944570906,0.85,0.8666666666666667
n_patients,131,1.3,True,0.055000000000000326,50.228470634148835,0.8333333333333334,0.85
n_patients,132,1.3,True,0.010000000000000321,68.7455376359801,0.8333333333333334,0.85
n_patients,133,1.3,True,0.015000000000000322,64.6127669387198,0.8333333333333334,0.85
n_patients,134,1.3,True,0.020000000000000323,60.210523321912774,0.8333333333333334,0.85
n_patients,135,1.3,True,0.025000000000000324,58.9532769819192,0.8333333333333334,0.85
n_patients,136,1.3,True,0.030000000000000325,57.78731704054178,0.8333333333333334,0.85
n_patients,137,1.3,True,0.03500000000000032,56.234908137957405,0.8333333333333334,0.85
n_patients,138,1.3,True,0.04000000000000033,55.7522094787401,0.8333333333333334,0.85
n_patients,139,1.3,True,0.04500000000000033,53.800156509637986,0.8333333333333334,0.85
n_patients,140,1.3,True,0.050000000000000336,52.770103944570906,0.85,0.8666666666666667
n_patients,141,1.3,True,0.05500000000000034,50.228470634148835,0.85,0.8666666666666667
n_patients,142,1.3,True,0.060000000000000345,49.63402940288415,0.85,0.8666666666666667
n_patients,143,1.3,True,0.06500000000000035,48.764381326617865,0.85,0.8666666666666667
n_patients,144,1.3,True,0.07000000000000035,47.771529365851165,0.85,0.8666666666666667
n_patients,145,1.3,True,0.07500000000000036,46.89024057579854,0.8333333333333334,0.85
n_patients,146,1.3,True,0.030000000000000353,57.78731704054178,0.8333333333333334,0.85
n_patients,147,1.3,True,0.03500000000000035,56.234908137957405,0.8333333333333334,0.85
n_patients,148,1.3,True,0.040000000000000355,55.7522094787401,0.8333333333333334,0.85
n_patients,149,1.3,True,0.04500000000000036,53.800156509637986,0.8333333333333334,0.8666666666666667
n_patients,150,1.3,True,0.050000000000000364,52.770103944570906,0.8333333333333334,0.8666666666666667
n_patients,151,1.3,True,0.05500000000000037,50.228470634148835,0.8333333333333334,0.8666666666666667
n_patients,152,1.3,True,0.06000000000000037,49.63402940288415,0.8333333333333334,0.8666666666666667
n_patients,153,1.3,True,0.06500000000000038,48.764381326617865,0.8333333333333334,0.8666666666666667
n_patients,154,1.3,True,0.07000000000000038,47.771529365851165,0.8333333333333334,0.8666666666666667
n_patients,155,1.3,True,0.07500000000000039,46.89024057579854,0.8333333333333334,0.8666666666666667
n_patients,156,1.3,True,0.08000000000000039,45.907395559447366,0.8333333333333334,0.8833333333333333
n_patients,157,1.3,True,0.0850000000000004,45.09323076092119,0.8333333333333334,0.8833333333333333
n_patients,158,1.3,True,0.0900000000000004,44.730515722820655,0.85,0.9
n_patients,159,1.3,True,0.0950000000000004,44.22385125499716,0.85,0.9
n_patients,160,1.3,True,0.10000000000000041,43.6230392055831,0.85,0.9
n_patients,161,1.3,True,0.10500000000000041,43.38009823388131,0.8666666666666667,0.9166666666666666
n_patients,162,1.3,True,0.11000000000000042,42.402125143452054,0.8666666666666667,0.9166666666666666
n_patients,163,1.3,True,0.11500000000000042,41.62406856410837,0.8833333333333333,0.9166666666666666
n_patients,164,1.3,True,0.12000000000000043,41.30390616731171,0.8833333333333333,0.9
n_patients,165,1.3,True,0.07500000000000043,46.89024057579854,0.8833333333333333,0.9
n_patients,166,1.3,True,0.08000000000000043,45.907395559447366,0.8833333333333333,0.9
n_patients,167,1.3,True,0.08500000000000044,45.09323076092119,0.8833333333333333,0.9
n_patients,168,1.3,True,0.09000000000000044,44.730515722820655,0.8833333333333333,0.9
n_patients,169,1.3,True,0.09500000000000045,44.22385125499716,0.8833333333333333,0.9
n_patients,170,1.3,True,0.10000000000000045,43.6230392055831,0.9,0.9166666666666666
n_patients,171,1.3,True,0.10500000000000045,43.38009823388131,0.9,0.9166666666666666
n_patients,172,1.3,True,0.11000000000000046,42.402125143452054,0.9166666666666666,0.9166666666666666
n_patients,173,1.3,True,0.11500000000000046,41.62406856410837,0.9333333333333333,0.9333333333333333
n_patients,174,1.3,True,0.12000000000000047,41.30390616731171,0.9333333333333333,0.9333333333333333
n_patients,175,1.3,True,0.12500000000000047,40.815058440888436,0.9333333333333333,0.9333333333333333
n_patients,176,1.3,True,0.13000000000000048,40.137344325463516,0.9333333333333333,0.9333333333333333
n_patients,177,1.3,True,0.13500000000000048,39.11333254946442,0.95,0.95
n_patients,178,1.3,True,0.14000000000000049,38.36159100236148,0.95,0.95
n_patients,179,1.3,True,0.1450000000000005,37.51953297977525,0.95,0.95
n_patients,180,1.5,False,0.1500000000000005,36.99014576737915,0.9666666666666667,0.95
n_patients,181,1.5,False,0.1550000000000005,36.35117210370623,0.9666666666666667,0.95
n_patients,182,1.5,False,0.1600000000000005,36.02188322648533,0.9666666666666667,0.95
n_patients,183,1.5,False,0.1650000000000005,35.540906047939245,0.9666666666666667,0.95
n_patients,184,1.5,False,0.1700000000000005,34.73720088759558,0.95,0.9333333333333333
n_patients,185,1.5,False,0.1250000000000005,40.815058440888436,0.9333333333333333,0.9166666666666666
n_patients,186,1.5,False,0.08000000000000049,45.907395559447366,0.9333333333333333,0.9166666666666666
n_patients,187,1.5,False,0.08500000000000049,45.09323076092119,0.9333333333333333,0.9166666666666666
n_patients,188,1.5,False,0.0900000000000005,44.730515722820655,0.9333333333333333,0.9166666666666666
n_patients,189,1.5,False,0.0950000000000005,44.22385125499716,0.9166666666666666,0.9
n_patients,190,1.5,False,0.050000000000000495,52.770103944570906,0.9166666666666666,0.9
n_patients,191,1.5,False,0.05500000000000049,50.228470634148835,0.9166666666666666,0.9166666666666666
n_patients,192,1.5,False,0.0600000000000005,49.63402940288415,0.9166666666666666,0.9166666666666666
n_patients,193,1.5,False,0.0650000000000005,48.764381326617865,0.9166666666666666,0.9166666666666666
n_patients,194,1.5,False,0.0700000000000005,47.771529365851165,0.9,0.9166666666666666
n_patients,195,1.5,False,0.07500000000000051,46.89024057579854,0.9,0.9166666666666666
n_patients,196,1.5,False,0.08000000000000052,45.907395559447366,0.9,0.9166666666666666
n_patients,197,1.5,False,0.08500000000000052,45.09323076092119,0.9,0.9166666666666666
n_patients,198,1.5,False,0.09000000000000052,44.730515722820655,0.8833333333333333,0.9
n_patients,199,1.5,False,0.04500000000000052,53.800156509637986,0.8666666666666667,0.9
n_patients,200,1.5,False,0.050000000000000516,52.770103944570906,0.8666666666666667,0.9
n_patients,201,1.5,False,0.05500000000000052,50.228470634148835,0.8666666666666667,0.9
n_patients,202,1.5,False,0.060000000000000525,49.63402940288415,0.8666666666666667,0.9
n_patients,203,1.5,False,0.06500000000000053,48.764381326617865,0.8666666666666667,0.9
n_patients,204,1.5,False,0.07000000000000053,47.771529365851165,0.8666666666666667,0.9
n_patients,205,1.5,False,0.07500000000000054,46.89024057579854,0.8833333333333333,0.9166666666666666
n_patients,206,1.5,False,0.08000000000000054,45.907395559447366,0.8833333333333333,0.9166666666666666
n_patients,207,1.5,False,0.08500000000000055,45.09323076092119,0.8666666666666667,0.9
n_patients,208,1.5,False,0.04000000000000054,55.7522094787401,0.8666666666666667,0.9
n_patients,209,1.5,False,0.04500000000000054,53.800156509637986,0.85,0.8833333333333333
n_patients,210,1.5,False,5.342948306008566e-16,85.78954626816505,0.85,0.8833333333333333
n_patients,211,1.5,False,0.005000000000000535,81.20036171772688,0.85,0.8833333333333333
n_patients,212,1.5,False,0.010000000000000536,68.7455376359801,0.85,0.8833333333333333
n_patients,213,1.5,False,0.015000000000000537,64.6127669387198,0.85,0.8833333333333333
n_patients,214,1.5,False,0.020000000000000538,60.210523321912774,0.85,0.8833333333333333
n_patients,215,1.5,False,0.02500000000000054,58.9532769819192,0.85,0.8833333333333333
n_patients,216,1.5,False,0.03000000000000054,57.78731704054178,0.85,0.8833333333333333
n_patients,217,1.5,False,0.035000000000000545,56.234908137957405,0.85,0.8833333333333333
n_patients,218,1.5,False,0.04000000000000055,55.7522094787401,0.85,0.8833333333333333
n_patients,219,1.5,False,0.04500000000000055,53.800156509637986,0.85,0.8833333333333333
n_patients,220,1.5,False,0.05000000000000056,52.770103944570906,0.85,0.8833333333333333
n_patients,221,1.5,False,0.05500000000000056,50.228470634148835,0.85,0.8833333333333333
n_patients,222,1.5,False,0.06000000000000057,49.63402940288415,0.85,0.8833333333333333
n_patients,223,1.5,False,0.06500000000000057,48.764381326617865,0.85,0.8833333333333333
n_patients,224,1.5,False,0.07000000000000058,47.771529365851165,0.85,0.9
n_patients,225,1.5,False,0.07500000000000058,46.89024057579854,0.85,0.9
n_patients,226,1.5,False,0.08000000000000058,45.907395559447366,0.8333333333333334,0.8833333333333333
n_patients,227,1.5,False,0.03500000000000058,56.234908137957405,0.8333333333333334,0.8833333333333333
n_patients,228,1.5,False,0.04000000000000058,55.7522094787401,0.8333333333333334,0.8833333333333333
n_patients,229,1.5,False,0.04500000000000058,53.800156509637986,0.8333333333333334,0.8833333333333333
n_patients,230,1.5,False,0.050000000000000586,52.770103944570906,0.8333333333333334,0.8833333333333333
n_patients,231,1.5,False,0.05500000000000059,50.228470634148835,0.8333333333333334,0.8833333333333333
n_patients,232,1.5,False,0.060000000000000595,49.63402940288415,0.8333333333333334,0.8833333333333333
n_patients,233,1.5,False,0.0650000000000006,48.764381326617865,0.8333333333333334,0.8833333333333333
n_patients,234,1.5,False,0.0700000000000006,47.771529365851165,0.8166666666666667,0.8666666666666667
n_patients,235,1.5,False,0.025000000000000598,58.9532769819192,0.8166666666666667,0.8666666666666667
n_patients,236,1.5,False,0.0300000000000006,57.78731704054178,0.8166666666666667,0.8666666666666667
n_patients,237,1.5,False,0.0350000000000006,56.234908137957405,0.8166666666666667,0.8666666666666667
n_patients,238,1.5,False,0.040000000000000605,55.7522094787401,0.8166666666666667,0.8666666666666667
n_patients,239,1.5,False,0.04500000000000061,53.800156509637986,0.8166666666666667,0.8666666666666667
n_patients,240,1.8,False,0.05000000000000061,52.770103944570906,0.8166666666666667,0.8666666666666667
n_patients,241,1.8,False,0.05500000000000062,50.228470634148835,0.8166666666666667,0.8666666666666667
n_patients,242,1.8,False,0.06000000000000062,49.63402940288415,0.8166666666666667,0.8666666666666667
n_patients,243,1.8,False,0.06500000000000063,48.764381326617865,0.8166666666666667,0.8666666666666667
n_patients,244,1.8,False,0.07000000000000063,47.771529365851165,0.8333333333333334,0.8833333333333333
n_patients,245,1.8,False,0.07500000000000064,46.89024057579854,0.8333333333333334,0.9
n_patients,246,1.8,False,0.08000000000000064,45.907395559447366,0.8333333333333334,0.9
n_patients,247,1.8,False,0.08500000000000064,45.09323076092119,0.8333333333333334,0.9
n_patients,248,1.8,False,0.09000000000000065,44.730515722820655,0.8333333333333334,0.9
n_patients,249,1.8,False,0.09500000000000065,44.22385125499716,0.85,0.9166666666666666
n_patients,250,1.8,False,0.10000000000000066,43.6230392055831,0.8333333333333334,0.9
n_patients,251,1.8,False,0.05500000000000065,50.228470634148835,0.85,0.9
n_patients,252,1.8,False,0.06000000000000065,49.63402940288415,0.85,0.9
n_patients,253,1.8,False,0.06500000000000065,48.764381326617865,0.85,0.9
n_patients,254,1.8,False,0.07000000000000066,47.771529365851165,0.8666666666666667,0.9
n_patients,255,1.8,False,0.07500000000000066,46.89024057579854,0.8666666666666667,0.9
n_patients,256,1.8,False,0.08000000000000067,45.907395559447366,0.8666666666666667,0.9
n_patients,257,1.8,False,0.08500000000000067,45.09323076092119,0.85,0.8833333333333333
n_patients,258,1.8,False,0.04000000000000067,55.7522094787401,0.8666666666666667,0.9
n_patients,259,1.8,False,0.045000000000000664,53.800156509637986,0.8833333333333333,0.9
n_patients,260,1.8,False,0.05000000000000067,52.770103944570906,0.8666666666666667,0.8833333333333333
n_patients,261,1.8,False,0.005000000000000664,81.20036171772688,0.85,0.8833333333333333
n_patients,262,1.8,False,0.010000000000000665,68.7455376359801,0.85,0.8833333333333333
n_patients,263,1.8,False,0.015000000000000666,64.6127669387198,0.85,0.8833333333333333
n_patients,264,1.8,False,0.020000000000000667,60.210523321912774,0.85,0.8833333333333333
n_patients,265,1.8,False,0.025000000000000668,58.9532769819192,0.85,0.8833333333333333
n_patients,266,1.8,False,0.03000000000000067,57.78731704054178,0.85,0.8833333333333333
n_patients,267,1.8,False,0.03500000000000067,56.234908137957405,0.85,0.8833333333333333
n_patients,268,1.8,False,-0.009999999999999336,85.78954626816505,0.85,0.8833333333333333
n_patients,269,1.8,False,-0.004999999999999335,85.78954626816505,0.8666666666666667,0.9
n_patients,270,1.8,False,6.661338147750939e-16,85.78954626816505,0.85,0.9
n_patients,271,1.8,False,0.005000000000000667,81.20036171772688,0.85,0.9
n_patients,272,1.8,False,0.010000000000000668,68.7455376359801,0.8333333333333334,0.9
n_patients,273,1.8,False,0.015000000000000669,64.6127669387198,0.8166666666666667,0.8833333333333333
n_patients,274,1.8,False,-0.029999999999999336,85.78954626816505,0.8166666666666667,0.8833333333333333
n_patients,275,1.8,False,-0.024999999999999335,85.78954626816505,0.8166666666666667,0.8833333333333333
n_patients,276,1.8,False,-0.019999999999999334,85.78954626816505,0.8166666666666667,0.8833333333333333
n_patients,277,1.8,False,-0.014999999999999333,85.78954626816505,0.8166666666666667,0.8833333333333333
n_patients,278,1.8,False,-0.009999999999999332,85.78954626816505,0.8,0.8833333333333333
n_patients,279,1.8,False,-0.004999999999999331,85.78954626816505,0.7833333333333333,0.8833333333333333
n_patients,280,1.8,False,6.696032617270475e-16,85.78954626816505,0.7666666666666667,0.8666666666666667
n_patients,281,1.8,False,-0.04499999999999933,85.78954626816505,0.7666666666666667,0.8666666666666667
n_patients,282,1.8,False,-0.03999999999999933,85.78954626816505,0.7666666666666667,0.8666666666666667
n_patients,283,1.8,False,-0.03499999999999932,85.78954626816505,0.7666666666666667,0.8666666666666667
n_patients,284,1.8,False,-0.029999999999999322,85.78954626816505,0.7666666666666667,0.8666666666666667
n_patients,285,1.8,False,-0.02499999999999932,85.78954626816505,0.7666666666666667,0.8666666666666667
n_patients,286,1.8,False,-0.01999999999999932,85.78954626816505,0.7833333333333333,0.8833333333333333
n_patients,287,1.8,False,-0.01499999999999932,85.78954626816505,0.7833333333333333,0.8833333333333333
n_patients,288,1.8,False,-0.009999999999999318,85.78954626816505,0.7666666666666667,0.8833333333333333
n_patients,289,1.8,False,-0.0049999999999993175,85.78954626816505,0.7666666666666667,0.8833333333333333
n_patients,290,1.8,False,6.83481049534862e-16,85.78954626816505,0.7666666666666667,0.8833333333333333
n_patients,291,1.8,False,0.0050000000000006845,81.20036171772688,0.7666666666666667,0.8833333333333333
n_patients,292,1.8,False,0.010000000000000685,68.7455376359801,0.75,0.8666666666666667
n_patients,293,1.8,False,-0.03499999999999932,85.78954626816505,0.7333333333333333,0.8666666666666667
n_patients,294,1.8,False,-0.029999999999999322,85.78954626816505,0.75,0.8833333333333333
n_patients,295,1.8,False,-0.02499999999999932,85.78954626816505,0.75,0.8833333333333333
n_patients,296,1.8,False,-0.01999999999999932,85.78954626816505,0.75,0.8833333333333333
n_patients,297,1.8,False,-0.01499999999999932,85.78954626816505,0.75,0.8833333333333333
n_patients,298,1.8,False,-0.009999999999999318,85.78954626816505,0.75,0.8833333333333333
n_patients,299,1.8,False,-0.0049999999999993175,85.78954626816505,0.7333333333333333,0.8833333333333333
n_patients,300,2.0,False,6.83481049534862e-16,85.78954626816505,0.7166666666666667,0.8833333333333333
n_patients,301,2.0,False,0.0050000000000006845,81.20036171772688,0.7,0.8666666666666667
n_patients,302,2.0,False,-0.03999999999999932,85.78954626816505,0.7,0.8666666666666667
n_patients,303,2.0,False,-0.03499999999999932,85.78954626816505,0.6833333333333333,0.8666666666666667
n_patients,304,2.0,False,-0.029999999999999322,85.78954626816505,0.6833333333333333,0.8666666666666667
n_patients,305,2.0,False,-0.02499999999999932,85.78954626816505,0.7,0.8666666666666667
n_patients,306,2.0,False,-0.01999999999999932,85.78954626816505,0.7,0.8666666666666667
n_patients,307,2.0,False,-0.01499999999999932,85.78954626816505,0.7,0.8666666666666667
n_patients,308,2.0,False,-0.009999999999999318,85.78954626816505,0.6833333333333333,0.8666666666666667
n_patients,309,2.0,False,-0.0049999999999993175,85.78954626816505,0.6833333333333333,0.8666666666666667
