target,mae,rmse,r2
n_patients,7.218235911665901,9.242287229137604,0.8834788186844121
mean_wait_minutes,12.915004074926683,19.05527103833352,0.7553763080308024
mean_total_minutes,14.314874667031683,19.759685046425112,0.7240736165221382
p95_wait_minutes,74.94986339538754,110.25736515076612,0.6292306628429324
